アーチェリー,あーちぇりー
難関,なんかん
難儀,なんぎ
軟禁,なんきん
難癖,なんくせ
南国,なんごく
軟骨,なんこつ
難産,なんざん
軟式,なんしき
南進,なんしん
軟水,なんすい
南西,なんせい
難船,なんせん
難題,なんだい
南端,なんたん
難敵,なんてき
南天,なんてん
何度,なんど
難波,なんば
難民,なんみん
荷揚げ,にあげ
新潟,にいがた
兄さん,にいさん
煮え湯,にえゆ
似顔絵,にがおえ
ニカラグア,にからぐあ
にがり,にがり
苦笑い,にがわらい
にきび,にきび
肉,にく
肉眼,にくがん
憎しみ,にくしみ
肉親,にくしん
肉声,にくせい
肉体,にくたい
肉薄,にくはく
肉離れ,にくばなれ
肉筆,にくひつ
肉屋,にくや
肉類,にくるい
荷車,にぐるま
逃げ足,にげあし
逃げ口,にげぐち
逃げ腰,にげごし
逃げ場,にげば
逃げ道,にげみち
二元論,にげんろん
にこにこ,にこにこ
煮魚,にざかな
西,にし
虹,にじ
ニジェール,にじぇーる
錦,にしき
錦絵,にしきえ
西日,にしび
西村,にしむら
鰊,にしん
偽,にせ
偽札,にせさつ
偽物,にせもの
荷台,にだい
煮炊き,にたき
日,にち
日限,にちげん
日没,にちぼつ
日夜,にちや
日曜日,にちようび
日輪,にちりん
煮付け,につけ
日食,にっしょく
日中,にっちゅう
日程,にってい
担い手,にないて
荷主,にぬし
二の足,にのあし
二の次,にのつぎ
二の舞い,にのまい
荷札,にふだ
煮干し,にぼし
日本,にほん
日本海,にほんかい
日本語,にほんご
日本酒,にほんしゅ
二枚目,にまいめ
煮豆,にまめ
荷物,にもつ
煮物,にもの
ニューデリー,にゅーでりー
ニューヨーク,にゅーよーく
にら,にら
二輪,にりん
庭,にわ
庭石,にわいし
にわか,にわか
俄か雨,にわかあめ
庭木,にわき
庭先,にわさき
鶏,にわとり
任,にん
認可,にんか
任官,にんかん
任期,にんき
人気者,にんきもの
人形,にんぎょう
人間,にんげん
認識,にんしき
妊娠,にんしん
人参,にんじん
忍耐,にんたい
認諾,にんだく
認知,にんち
認定,にんてい
ニンニク,にんにく
ぬいぐるみ,ぬいぐるみ
縫い代,ぬいしろ
縫い目,ぬいめ
縫い物,ぬいもの
糠,ぬか
糠雨,ぬかあめ
糠味噌,ぬかみそ
抜き打ち,ぬきうち
抜き書き,ぬきがき
抜き差し,ぬきさし
抜き手,ぬきて
抜け穴,ぬけあな
抜け駆け,ぬけがけ
抜け殻,ぬけがら
抜け毛,ぬけげ
抜け道,ぬけみち
抜け目,ぬけめ
主,ぬし
布,ぬの
布製,ぬのせい
布袋,ぬのぶくろ
沼,ぬま
沼地,ぬまち
塗り絵,ぬりえ
塗り物,ぬりもの
ぬるま湯,ぬるまゆ
濡れ縁,ぬれえん
濡れ衣,ぬれぎぬ
値上がり,ねあがり
値上げ,ねあげ
寝汗,ねあせ
寝息,ねいき
ネイルサロン,ねいるさろん
音色,ねいろ
値打ち,ねうち
姉さん,ねえさん
寝起き,ねおき
願,ねがい
寝顔,ねがお
葱,ねぎ
ねぎとろ,ねぎとろ
寝癖,ねぐせ
ネクタイ,ねくたい
ねぐら,ねぐら
猫,ねこ
猫車,ねこぐるま
寝心地,ねごこち
猫背,ねこぜ
寝言,ねごと
猫柳,ねこやなぎ
値頃,ねごろ
値下がり,ねさがり
値下げ,ねさげ
寝覚め,ねざめ
寝しな,ねしな
寝姿,ねすがた
鼠,ねずみ
寝たきり,ねたきり
根絶やし,ねだやし
値段,ねだん
熱,ねつ
熱意,ねつい
熱演,ねつえん
ネックレス,ねっくれす
熱源,ねつげん
ネット,ねっと
ネットカフェ,ねっとかふぇ
ネットワーク,ねっとわーく
熱弁,ねつべん
熱量,ねつりょう
寝床,ねどこ
寝泊まり,ねとまり
ネパール,ねぱーる
粘り気,ねばりけ
寝冷え,ねびえ
値引き,ねびき
寝袋,ねぶくろ
寝不足,ねぶそく
値札,ねふだ
寝間,ねま
寝巻き,ねまき
根回し,ねまわし
寝耳,ねみみ
合歓,ねむ
眠気,ねむけ
根元,ねもと
根雪,ねゆき
練り物,ねりもの
寝技,ねわざ
年,ねん
年明け,ねんあけ
粘液,ねんえき
年賀,ねんが
年会,ねんかい
年額,ねんがく
年間,ねんかん
念願,ねんがん
年季,ねんき
年金,ねんきん
年貢,ねんぐ
年月,ねんげつ
年限,ねんげん
捻挫,ねんざ
年産,ねんさん
年始,ねんし
燃焼,ねんしょう
年代,ねんだい
年度,ねんど
年利,ねんり
念力,ねんりき
年率,ねんりつ
年輪,ねんりん
年齢,ねんれい
野荒らし,のあらし
農園,のうえん
農家,のうか
農業,のうぎょう
能力,のうりょく
ノート,のーと
野飼い,のがい
軒,のき
軒先,のきさき
軒下,のきした
軒端,のきば
禾偏,のぎへん
除け者,のけもの
のこぎり,のこぎり
残り,のこり
残り香,のこりか
残り物,のこりもの
野晒し,のざらし
覗き見,のぞきみ
後,のち
後々,のちのち
野天,のてん
喉,のど
のどぐろ,のどぐろ
喉ごし,のどごし
喉元,のどもと
野放し,のばなし
野原,のはら
野薔薇,のばら
野火,のび
延び延び,のびのび
のぶん,のぶん
延べ,のべ
幟,のぼり
上り坂,のぼりざか
上り線,のぼりせん
蚤,のみ
飲み食い,のみくい
飲み口,のみくち
飲み代,のみしろ
飲み過ぎ,のみすぎ
野道,のみち
飲み物,のみもの
飲み屋,のみや
野焼き,のやき
野山,のやま
野良,のら
野良犬,のらいぬ
海苔,のり
乗り降り,のりおり
乗り換え,のりかえ
糊代,のりしろ
乗り手,のりて
祝詞,のりと
乗り場,のりば
海苔巻き,のりまき
乗り物,のりもの
暖簾,のれん
のろし,のろし
バー,ばー
場合,ばあい
パーカー,ぱーかー
把握,はあく
婆さん,ばあさん
バージョン,ばーじょん
場当たり,ばあたり
パーティー,ぱーてぃー
ハート,はーと
ハーブ,はーぶ
ハープ,はーぷ
ハーブティー,はーぶてぃー
ハーモニカ,はーもにか
バーレーン,ばーれーん
廃,はい
倍,ばい
パイ,ぱい
廃案,はいあん
配意,はいい
灰石,はいいし
灰色,はいいろ
敗因,はいいん
廃液,はいえき
排煙,はいえん
煤煙,ばいえん
廃屋,はいおく
バイオリン,ばいおりん
配下,はいか
胚芽,はいが
倍加,ばいか
徘徊,はいかい
媒介,ばいかい
廃刊,はいかん
廃棄,はいき
拝金,はいきん
黴菌,ばいきん
俳句,はいく
バイク,ばいく
背景,はいけい
排撃,はいげき
拝見,はいけん
背後,はいご
廃材,はいざい
灰皿,はいざら
廃止,はいし
歯医者,はいしゃ
配信,はいしん
陪審,ばいしん
排水,はいすい
排斥,はいせき
排泄,はいせつ
廃絶,はいぜつ
敗戦,はいせん
配膳,はいぜん
焙煎,ばいせん
敗訴,はいそ
配属,はいぞく
排他,はいた
敗退,はいたい
媒体,ばいたい
配達,はいたつ
配達員,はいたついん
俳壇,はいだん
配置,はいち
配点,はいてん
配電,はいでん
売店,ばいてん
拝読,はいどく
背任,はいにん
売買,ばいばい
配備,はいび
廃品,はいひん
配付,はいふ
廃部,はいぶ
廃物,はいぶつ
配分,はいぶん
敗北,はいぼく
配本,はいほん
売名,ばいめい
背面,はいめん
肺門,はいもん
配役,はいやく
売約,ばいやく
俳優,はいゆう
倍率,ばいりつ
拝礼,はいれい
配列,はいれつ
パイロット,ぱいろっと
バインダー,ばいんだー
栄え,はえ
生え際,はえぎわ
延縄,はえなわ
生え抜き,はえぬき
羽音,はおと
羽織,はおり
墓,はか
破壊,はかい
墓石,はかいし
葉書き,はがき
博士,はかせ
歯形,はがた
鋼,はがね
墓場,はかば
袴,はかま
墓参り,はかまいり
秤,はかり
謀,はかりごと
破棄,はき
萩,はぎ
吐き気,はきけ
歯軋り,はぎしり
パキスタン,ぱきすたん
掃き溜め,はきだめ
接ぎ目,はぎめ
履き物,はきもの
歯切れ,はぎれ
博,はく
馬具,ばぐ
博愛,はくあい
白亜紀,はくあき
白衣,はくい
白煙,はくえん
爆音,ばくおん
麦芽,ばくが
迫害,はくがい
博学,はくがく
歯茎,はぐき
迫撃,はくげき
爆撃,ばくげき
白菜,はくさい
白紙,はくし
迫真,はくしん
驀進,ばくしん
剥製,はくせい
白線,はくせん
剥奪,はくだつ
バグダッド,ばぐだっど
爆弾,ばくだん
博打,ばくち
爆竹,ばくちく
バクテリア,ばくてりあ
白熱,はくねつ
爆破,ばくは
バグパイプ,ばぐぱいぷ
爆発,ばくはつ
白眉,はくび
幕府,ばくふ
博物,はくぶつ
博物館,はくぶつかん
白墨,はくぼく
白米,はくまい
薄膜,はくまく
幕末,ばくまつ
爆薬,ばくやく
舶来,はくらい
博覧,はくらん
剥離,はくり
歯車,はぐるま
白露,はくろ
暴露,ばくろ
刷毛,はけ
波形,はけい
捌け口,はけぐち
禿鷹,はげたか
化け物,ばけもの
禿鷲,はげわし
派遣,はけん
馬券,ばけん
箱,はこ
羽子板,はごいた
箱入り,はこいり
歯応え,はごたえ
箱庭,はこにわ
方舟,はこぶね
繁縷,はこべ
羽衣,はごろも
破砕,はさい
端境期,はざかいき
葉桜,はざくら
狭間,はざま
鋏,はさみ
破産,はさん
橋,はし
恥,はじ
麻疹,はしか
端書き,はしがき
端くれ,はしくれ
艀,はしけ
橋桁,はしげた
梯子,はしご
端々,はしばし
橋本,はしもと
馬車,ばしゃ
パジャマ,ぱじゃま
場所,ばしょ
柱,はしら
蓮,はす
バス,ばす
場末,ばすえ
斜交い,はすかい
パスタ,ぱすた
バスターミナル,ばすたーみなる
バスタオル,ばすたおる
パステル,ぱすてる
パスワード,ぱすわーど
沙魚,はぜ
派生,はせい
罵声,ばせい
長谷川,はせがわ
パソコン,ぱそこん
破損,はそん
旗,はた
肌,はだ
バター,ばたー
旗揚げ,はたあげ
馬体,ばたい
旗色,はたいろ
肌色,はだいろ
機織り,はたおり
裸,はだか
裸馬,はだかうま
はたき,はたき
肌着,はだぎ
畑,はたけ
畑作,はたさく
肌触り,はだざわり
裸足,はだし
畑地,はたち
旗振り,はたふり
肌身,はだみ
傍目,はため
旗本,はたもと
働き,はたらき
破綻,はたん
破断,はだん
蜂,はち
撥,ばち
鉢植え,はちうえ
八王子,はちおうじ
バチカン,ばちかん
破竹,はちく
蜂鳥,はちどり
鉢巻き,はちまき
はちみつ,はちみつ
爬虫類,はちゅうるい
初,はつ
罰,ばつ
発案,はつあん
発育,はついく
発煙,はつえん
発音,はつおん
発芽,はつが
ハッカー,はっかー
初釜,はつがま
発癌,はつがん
発議,はつぎ
バッグ,ばっぐ
パック,ぱっく
バックアップ,ばっくあっぷ
発見,はっけん
発現,はつげん
初恋,はつこい
初霜,はつしも
発展,はってん
発電,はつでん
発電所,はつでんしょ
バット,ばっと
初荷,はつに
初値,はつね
発熱,はつねつ
初乗り,はつのり
発売,はつばい
発泡酒,はっぽうしゅ
初参り,はつまいり
初孫,はつまご
初耳,はつみみ
発明,はつめい
初物,はつもの
初役,はつやく
初雪,はつゆき
初夢,はつゆめ
発令,はつれい
発露,はつろ
果てし,はてし
鳩,はと
波止場,はとば
バドミントン,ばどみんとん
歯止め,はどめ
花,はな
鼻息,はないき
鼻歌,はなうた
鼻緒,はなお
花形,はながた
花柄,はながら
花曇り,はなぐもり
鼻声,はなごえ
花暦,はなごよみ
花盛り,はなざかり
鼻先,はなさき
話,はなし
話し声,はなしごえ
花園,はなぞの
花束,はなたば
花便り,はなだより
花時,はなどき
バナナ,ばなな
花畑,はなばたけ
花火,はなび
花冷え,はなびえ
花びら,はなびら
花房,はなぶさ
パナマ,ぱなま
パナマシティ,ぱなましてぃ
花丸,はなまる
花見,はなみ
花道,はなみち
はなむけ,はなむけ
花婿,はなむこ
鼻持ち,はなもち
花屋,はなや
花嫁,はなよめ
歯並び,はならび
場慣れ,ばなれ
離れ業,はなれわざ
塙,はなわ
馬肉,ばにく
埴輪,はにわ
バヌアツ,ばぬあつ
羽根,はね
羽根突,はねつき
ハノイ,はのい
母,はは
幅,はば
馬場,ばば
母上,ははうえ
母親,ははおや
母方,ははかた
母子草,ははこぐさ
派閥,はばつ
幅跳び,はばとび
ハバナ,はばな
ババロア,ばばろあ
波布,はぶ
羽二重,はぶたえ
歯ブラシ,はぶらし
羽振り,はぶり
派兵,はへい
破片,はへん
浜,はま
葉巻,はまき
蛤,はまぐり
浜田,はまだ
はまち,はまち
浜辺,はまべ
破魔矢,はまや
歯みがき,はみがき
ハム,はむ
羽目,はめ
羽目板,はめいた
破滅,はめつ
場面,ばめん
刃物,はもの
破門,はもん
早打ち,はやうち
早起き,はやおき
早合点,はやがてん
早鐘,はやがね
早口,はやくち
早咲き,はやざき
林,はやし
早瀬,はやせ
疾風,はやて
早寝,はやね
早場米,はやばまい
早引け,はやびけ
隼,はやぶさ
早道,はやみち
早耳,はやみみ
早技,はやわざ
原,はら
薔薇,ばら
払い腰,はらいごし
腹癒せ,はらいせ
薔薇色,ばらいろ
パラオ,ぱらお
腹掛け,はらがけ
パラグアイ,ぱらぐあい
原田,はらだ
腹違い,はらちがい
腹這,はらばい
腹鰭,はらびれ
ハラレ,はられ
はらわた,はらわた
波乱,はらん
梁,はり
針金,はりがね
張り紙,はりがみ
馬力,ばりき
張り子,はりこ
磔,はりつけ
張り手,はりて
春,はる
遥,はるか
春霞,はるがすみ
春風,はるかぜ
春先,はるさき
春雨,はるさめ
ハルツーム,はるつーむ
晴,はれ
バレーボール,ばれーぼーる
晴れ着,はれぎ
晴れ姿,はれすがた
パレスチナ,ぱれすちな
破裂,はれつ
バレッタ,ばれった
パレット,ぱれっと
晴れ間,はれま
腫れ物,はれもの
ハローワーク,はろーわーく
刃渡り,はわたり
判,はん
晩,ばん
パン,ぱん
犯意,はんい
反映,はんえい
半円,はんえん
半音,はんおん
版画,はんが
晩夏,ばんか
半壊,はんかい
挽回,ばんかい
番外,ばんがい
